signer,blockTime,sig,swapToToken,swapFromToken,swapToTokenAmount,swapFromTokenAmount
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650327062,4Ye4VLhV7jS6LekgjdNJ7WVqFAa6sxw6B6oP2tzP1gXBJT8o4KwsudGYLxoqNwu1UvRf6AUZeQmKdL6JiXzv3phZ,USDC,GMT,10.041045,2.996214839
FnJZCfHc6LuZKCWMJGsHmpmqPeVVpxiJR3upiFp8TWsG,1650341987,3KCx9VwE7wQH4SrABVgfSSjnDJ8Fbn1MGs7V7zhZijHA9aZcSVRpGAbyG5zwDCWXCvmxX9W1ZeBfaKxjQUVdJ6aq,SUNNY,USDC,2.70E-05,0
8FWjjqJdkxFZ6QRHRMyVgy2YfXJr57DebNPD5tm7VkzM,1650300221,Qy68oEP2vRP3VAnefDFcU2wQaayJMDABooF6jGDifNyyGVDouSoTPK8VqXupERMd1UTNdUfQgVQyqZzkp8849G1,GMT,USDC,72.02416931,202.03032
BURN8w15M1uHG1caYV4PHLwNRHoaANGJkugfunDk52hL,1650344339,2UosyWxtJemMJycqaoVDUcAosXXfDov8uX1fYqkuttHXZpYWSESQhGgZvrhWG8eKkQQAwXBZ76yoMAb79SJM1QCt,GMT,USDC,394.9580029,1314
7eLkWr6w39cZR3HAeQR6hTPqPoERkaDRx6pR25uk8edi,1650294566,62FvZsSbgsLN73CzaD5H3BGtpbqmoQdLebKxtfSbviz2g961pMPEzsm5LLTeEBoahJkf64o7c8SRDic2ukRjtQeF,GST,USDC,199.5908182,860
44PJ3JyrkUvJPDrauYzNAyKV2CB4FHQLKdxf4xX9HyQu,1650334332,56Ku3f9VrTPaZxWAmEDFjmjavPwGbr7mFwQRaFDfD4af4YsXyBBFd4yswh7MUHvtt51D96aeBAHQG4LePzcqLhUv,SOL,USDC,9.13E-05,0
8nfXeAEqhDVp1BkY4V5FWo9siRTtWUXEEau8tH9evN7B,1650330975,25Wh1ComMXjU3uPJJF65o1T34WwCmbvTo8UTCHZH6y3S49fCgCvt5jo9c9xnixdiv88UkE4pYJ3u9koP1XWERD1g,USDC,GST,44.098223,10.00000009
AdCBKRPuATbbSpTjzj89q2C27i8fR7Ni57vuBVPPeiHp,1650339267,HL3MDrG5Jut1oYHYos1KXn8zM313Q4Dj9m4KbLsFFUf2onoZGTLpjj9oZRS5EUUqwa79YEqarEtwG2r3Dih6dTo,GST,USDC,5.51660722,25
516mE7twNrjphnYioNsPuQKe6aBsDvweYJH89yqawfi,1650303936,4SEu683mi6u7QmZ1EqNJ6VfEX9TFvei2ozRsZmnD4WmkTzo7UscnY419JwmncwnXN9oqscJKdxvmhZSWns82bHPJ,USDC,GST,44.154303,9.999999971
9bB4JJjKdQiKU7tEf6rpZJvGjzQPLsdK2nQEEs7mSfCz,1650304163,2KyWySEsUyKxSxKnyp2F66VLyEUwi3HSWfLShVmUnoAMtjAGNRmH28EpWqQJNhCMcYDJZLWz5eu3umBnW39nURow,USDC,GST,158.229061,35.86999995
AYfQFYhwHimmR3mfMZocbkezVQ4gFCxjCu5V8eEAspye,1650303872,3PA3SZSSccDxsUXh6rgFVGccVqhpq3WasHEuCvGTiLh6Qa8sQ5nYBY5qPeYmzHTpLvfcNhXqSoHo8mRaN6saqnEz,SOL,FIDA,1.66E-05,0.001367
DNrrTd95p1zMcVnmJnstWJLP2tBc8dtJ7KuiHmsqYZZ6,1650335696,dCQ7VrQuhDULTY9gaBarMxbDhYtLMxg4u8iywtS4pH9shNNNfHfekBSYFTjX8xfAjFu24EHVYq4UR2B9L9ysDUq,USDT,SAMO,1003.103359,53733.839
B4F4UBGhD4iaj8TAh42ggQZxx8JS8rJXHFV7idfohem7,1650303995,ciqvsiShSDzfsULUBjv2sCXAQv19MrmpbxwDruyCy5JgabjRfUH2VfR9BpGFpPzFupvvjfXuSs94hUuU29RbPV6,USDC,GST,0.137391,50.00000005
7NBcKDehmgAsdYCwKa1mHpHZ7vaqe7xPYnZF35aNeEQa,1650304136,4S1zYYu4BZBWbmQXtNzLefLEw1RWyzDnvXPjCedU15sSsmpWeA9r3CmPmkm76HrnJH7RkXXejwcPT9YuzMH7fD7g,GST,USDC,0.466999739,2.073287
2fXhRxYWHJ7KHGsdNixWHzEFKrfSkfw4zhBnF5Dzpfoa,1650331446,br3pETpcu38wvS6cQ1Q1JcYYQrjEs6PdhdXGYHC1dnDdbqGeahgSNWPEE8AF2AFAiXceYMeUEuDd7cuXGVumYi1,GMT,GST,64.58369232,49.99999991
6CugrUFGgCeHL63yM9hsLPj2uJgmvME9cN1ckomz2rk5,1650343917,5CSnzCsRCcXN2qnae9Afbh4XxQk2LpmEJcUFrfbBHvnZNNfJEdmhHVWnoLaofJrPneGrYx47vYRzkZYwb3akfmce,NINJA,ORCA,1302.4859,88.722777
NpFuCSfvkL2yL1wV7p5Hjg9CFCFzaiZS23LSmVoFK6S,1650338926,5arUJkcbsvCisD4ogeVY94RgB4VPHUxsWHzyGgX6wVRi4jQfLHJuWLgSwa5ZMKx7WuUeQU28Pw62bctzgeWQGBcJ,USDC,GST,0.033598,9.999999888
5QrK1ABo6utpPjzxZuNvKGgsLzbUsY7bYdBUJx3jSa9v,1650294271,Cu2L9ww7i969Raa6WVcj92Ws8rA78uGL2gCrX8EJRHF8rhSrAhgxMsho3Gag5z1ifxr6KtZbXUuCU8d4tMdzfkF,USDC,GST,170.946951,39.99999987
EWUjDEBH8ybbS1ceyaEVDXfZc2CjmBPaUSiButhmtsoK,1650302273,5PEL5sQVvLBvNt96AWYLdxngMza1dx1r3NihqHgajgwaw5icGJpMppqLin3kWWXkfD8Loow8NJD5moWa9GgET5C2,GMT,GST,79.32933526,52.99999993
7LdCY9WsSqGid3tRJ984uCafSDKxHsghK1LY93ric1AK,1650329669,4xZzbsaZqHMx8MdQUQFhdQqtb2duraf96FwmfydfWQEe9DVsPKydpvaYPdRkPjBPJyxcyMxptFvJLSTCB9ssW57m,USDC,GST,0.021401,4.999999917
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,1650343144,5CTdYKV6FNgcdiW1Gj86UGuTVpm8Q6soKLF3mVjJLrrh7tUSS9WfqLDAkz4UZqVmPcmq3b5sbysfgcqQxeFENpg3,ATLAS,USDC,42667.01333,1030.447475
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650330004,4qNDNJvepL6tAEHvh6guZk6w3M4HbJcWJFWmmDY1kBTa6fV8hNNaLfNvtFDyNzdHRS83waEi3FtJtHXEcnjF7s69,SOL,USDC,14.42125496,1494.830567
3xikVDMBT3L5GpHgtLLXv7VfNzDC2cGdmHR49khxitZs,1650340000,5snkZZKAG2Ys7rGVZmgmKZSqiaieHG9UrBjFSkCMToTZBDJav4fnNvk2qsbryjksrjW5mNULpRe1Je9gz4RV5xjb,GST,USDC,22.11737549,100
EYXAPyyZkgj5tjcjBYKEaZJ9gk5YuAqcsP1fysYBQRsi,1650330324,4AtQZmSr71tZgJMooPsMK8whe6N3gmiVdxDeYNHUutqyvtDLADgZkt62qBqscJfUJDW3CCzjDZ92QYbCQi9ZDe1t,USDT,USDC,0.000113,5
BLNrRyeeFw8Ym7k4xkweDLYFwvaP7DrYrjdaWvoKq942,1650295274,3sq6zWcxyT1RMWidzBjEKGPfRu9ssAxg16dWADqnQzx18rHsQ6CZAuG9yVmb3UPbNqoRtfrp7V6NrL5J2TY11yHj,GST,USDC,29.20329065,126.393071
CuBvYAUrjqgUC7YTFUUHv5z88uM193vNcrci2WD7YomB,1650343361,31HEx3eET8sF7MVUDxFFphkXxbgz72XteumiLR1MeUmxt2gmHxfRYkVC7yBTd2SvRrHBVy4nWDz4RVyUVEGs5VfV,USDC,GST,0.058661,12.89999997
HvCkhnBCNGkX7KgSBNSC2cS4PUSZahqEzKPnHdHZvR9v,1650296697,28MKty55Tt1CB3g7f52vjBCFgLbJmh5oWbvi2iHQX3VW9QdyuvJVi7ZCib8J4273m1WtZWcHs4FadChXvzab4hws,USDC,ATLAS,586.598444,25035.28297
3u1ABovTYcCbTWSGyjnqb8zTdNCXUsSYeabqay1dy3aD,1650299143,BauRbRfWUYgYAB8Jn8LRYUqJhZdBGqhbynHrg1S4svapQ7SzcZ4UKGMuY3AWwoeWPeUstPqZgBUkaKXsLu7HUzj,GST,USDC,0.10005815,0.443827
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650329972,5vz6DRVGuhAfukmob28dvmS6HTKSYAAdvvxw7Qz97JwyeCXW9TzF4t1LiLfaX4tjEUMdTuznrp1qXLSgSknjhEXh,SOL,USDC,14.41952108,1494.748774
8stFYde81dycxQb1nofk7n2nHba8LHe6E5KPrSfxLqEj,1650295864,5NfBgbPYRMWKBMVyqrjpUfVC5t6Pw51cyfjXWhvq8zuxpf2G7pbY8QZAMZKuYtVu7F6qdfEn7LNJiuRYGqsudceT,GMT,USDC,10.38613322,30
DpR4SW746B3fprG3iAfz73riiyciqnW5wzrjmN82hSmV,1650337585,2TByLwFmM6c755xq6gMmFScEQBuf5nR1wr98mRsMJpJYwxbstcP2rr2NyXbBa3kH6LNZDSU5P8crLDjodmsNvHkj,USDC,GST,1553.556552,353.0309998
BURN8w15M1uHG1caYV4PHLwNRHoaANGJkugfunDk52hL,1650336359,ZyB8mA5foMLFpmTNSafVef5XtpfgB4kDQbSiHqPt2XK6QxyAJ8ituADQSV9bp9KC7AQ7scrUE7pJvpGbpLbroAS,GMT,USDC,399.9556065,1314
FtAe8PJG8MZtPRAPckr9e3B74ngX5ckQz5oD6AC7o5HB,1650298306,5xmw6v5B148wv1g5RxLemrfH9s5wtS7fHDg4zxgKPtPDTDCUMnHcQKKLANEoEzoQAKoUtv1MSjFNrLxESpY92yNU,ETH,mSOL,0.1050508,2.999999873
2qy9B95t32LDRUYswhnrxYTPRV1qNeuQSE2XEAA3iM6S,1650341176,5kxfXLr99ToHYk7cKbtqD8m53TLjMiRTRFMNdxrPvSGsLGggBxwzBAyh1EDF8nYBjqNUZKAnwbFktdzw5SDw7qYq,GST,USDC,14.96438816,68
EzXXYNWCvPQrzMeMEReSSSewNtX2YK6edapaqg1RwVvt,1650333489,3ums2XY6si1Yb3gS2gygAjercDXsgo5eUSgU7cwaWrR4NHtMogFfNQsSDt6CRVpjXyLsVnKXxuiUtvJj7BEVS8pd,USDC,GST,0.049819,16.42387638
FnJZCfHc6LuZKCWMJGsHmpmqPeVVpxiJR3upiFp8TWsG,1650335003,3V7ykopDGyRHv2NKqSNtCxAd7YVU6y5BhARxj8MZe7Lsy54sdVieax4NHekvcXCfufm5HQzJiS8FuaJsM13vkEuh,STEP,USDC,6.88E-06,0
9zrjPCNJucAME1ZZaznUUvhdaKdSQB9e87qaZxhwFj8w,1650340949,yVDuZpT9G4Z6QfXTb2pRi4wdrb4K6m6HbTF6BBWBFmGh5DjSRu1FiK4qiuK4vUzyTUojViSbvE5dkkJrcZaK33s,USDC,GST,0.26781,60.00000012
ieRqKzPiJSDYHB1rbr3u6vps8xbEkCzQRDdbvQcZ23H,1650297854,4CSLmWH7ENQr9goKDP3tHR94cSxrr9vW1UVyhyFb39RjwhM6HHT7Qc6ujFZtUVsxwdY5og9fxeEr1og3gWSr5iQ6,GMT,GST,15.20882479,9.99999989
ERzW2xNYCWrYCzrWPKn4GDbxqPSDq6CyAqLBcWQbvE7t,1650295670,54tbdKviTukMjNE2yHpvoGG4nG3ypaGvvHDmNBLjQUcQeLRe5iv5GZRWgoF9YDPkuXMXyTGTzChFXFiEgWwCCHJ5,GMT,GST,104.6855497,70.49097737
HCup7oVjGBgu6NVbTirNR5Zs9aEPFY311AXhREHozVRZ,1650331934,3YC8t9MxsZQmbE7g34fS8VF4d8rXjSCYSeFshMJDdyr6qBW1Wcz7GFkU4SfwFP3tPZFgyU2D6ewuaGwbdsyDBkPw,USDC,GST,0.113476,23.44999999
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650297503,bQUUbLwkuLNNoMoCzJ7pGD93jSvN1v3RJAMWQeL7DF6sZoUUYpXBXsdGzXpxowfScwHpW2ku2fBJfCSZ24X78cq,SOL,USDC,15.17338268,1495.119011
EexkozEnrzfLnp9xsmaRCPy29ucT3ethJGD4MEjiszar,1650332724,27VMNUSrCK5zmFkXjK7g4E99H1T77S9fXHpN1ZZKBS53XYJ8TsvCTMDeiqwvU3Hm4sjYkAyqcaXUd9JfWsyWHAsW,GMT,USDC,10.02959587,34
En7Z5NSeZt7CKtfxTUrMjBjsJdVkkycT2yiVR96qctjR,1650335983,h1AzLodgecWxYS6RT99P9Ztg86NSNVQWeS26vxcUAaDBzc8WpdU3xc5spdUGUUxhaTwsdAX3bkxxojbmEosvBvt,GMT,GST,133.1168431,99.99999995
EjWHeUy3V6rdVyM6RwmLYLJfg9CkQLjrCQZ2cD3pNTYx,1650330934,bkaE7VN4BPeHqhZsRyV6ZQnq3oHvhu4SNNdt5V38tEX226EpsABSxtynQdSr7RZB5mjFWos1UhDFXAv7twQSiQt,GST,USDC,742.1799327,0.392669
He1zaXTjrbbvPXb2CMXLRVPorTeS4sBMeryUUeLao2qG,1650334641,2DErExBGUzfuH2iX9QPkMbRdztruvuuVtSMwXEXaGNkjGFRM7JeNc23Nx1BrijwuGSpTdnoyBaHoJMk9DGxBYw9D,GST,USDC,0.02045141,0.090337
26iLkbLzC9ZYTJFa1V982wrVUQgEQfFpGaBD37ogFtjf,1650337742,3Mrzm7dXcHbfL2xMGhoJpCpsCPYsPWYbR1N4SyWv9tJdd2v6GLmUK5HMcfYMuF2VTB6uZrDYrsfG8DeDDrUCLx7b,USDC,GMT,1502.991621,450.2608939
6Aji5tBq9cjZupqEALetVXhY4A7qg6SqgdQe11ZXaRD6,1650304666,2MPWWae4jmpiDCbgMUjhJMJAk94fYreLqvjV1yq97SPfWoajA7cLCParw714nxSs1SdBaW67rHrvCEkmkaTBcygt,GST,USDC,6.73967407,30
4Hjkyo53tVgZn6k2iDXEWcUSZbF9tpozvKPof2Cbkjcn,1650299224,36s5KYarY84P9aiH3Cd7p1xMKSeoYDBEFZe16dHPrRTRZDKTYLPLNgG4xiY5N5qxBT4zfsBqBmJp68cCteism7kP,GMT,GST,15.55040996,9.999999892
AmYuNRzEzafnfQRUb573gKWAF2grUE3S6KbqjVd1vpaT,1650295859,ogFNf2m4D6kGrTJwHzYoR75kocSFBvYR6vPjPu9xNUJNh3RGAtczNRHoazE9fvR6bPnixaA72iTqzmxqfTiJDsA,GST,USDC,11.48942409,50
AUnV1R3qND22vfZaAGrhcMzBrssr2CCzao5QsH1tMfp7,1650328307,46Kcz1GdU5wr6h2S51F9bStgmaLaqc88MGEtnCK4GVuJfMVsS3Pqt4ptiy8AjcNQqPkjoBbseWHSD4Er3hDPV4v,GMT,USDC,30.08842062,101.5
FnJZCfHc6LuZKCWMJGsHmpmqPeVVpxiJR3upiFp8TWsG,1650334936,4WoczL4T3ViugYzE9p7JytvrcTGwRLoByBbY5NX6PHmVE1CtYCgS1sYHSRRGQE4PK1JVcJaf9Ry7wRgSm3w6s1Cf,STEP,USDC,7.10E-06,0
4pEz2hKnc9jCUFiSGVzm2FzYt5nrsNrPEybnKqpUBcKJ,1650340993,4NjW1DrKtFETCz7ZsLwotL3oJoMkfr1erLG9SJh1EiBu566r8o89GRe2exomq1MkD1sRFV8rTwgCnq77Xey6jmfZ,USDC,GST,128.559597,28.41000007
BURN8w15M1uHG1caYV4PHLwNRHoaANGJkugfunDk52hL,1650298853,5sDs28bqDs9oNSvdBH3Mrf3h96ipwV4p2AqtokTA7gEUYmFSGj4piLU6K7HrdFCq2HjoWVxhS9T9EithqX1hLwoH,GMT,USDC,472.057898,1314
8HEYvien6Km7VLbg4GZKF1dSNr1rdjekz8hLJQnr1A3A,1650299758,38HzcXYn7RsAJ67L1mpmA3USTMkQB1HfyrVuQXUFS18oihDzjdn5KxJkhfED7ymn42GC12Y5nmjh6kUuoSSGxNtZ,USDC,LDO,3.124302,1.22789797
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,1650342836,pGKMh6wyeUb9hybsVUGYj9vW2LuNQqMq3MJC7WNSteXyC6JXGXWPJFfhXjVrATgVXJXFrMnG4poVM4REnu9otq5,mSOL,USDT,4.53331311,481.802169
6Egj8VSBSNeVV4JK4xuc3RC7JPT1BtBchWsZtnfaR42U,1650338095,6FnhiFhnYxswPvC9iK771dcWc6o6LRfGiPU58LP1g3nMWEEEMRadwVkQNEupcV4cci6ZeWF9tnUe8R3pDSP3e9w,GMT,GST,32.7708955,24.99999979
6WMr2Nk8PNpCf7iMv8KuukuFC5mcuciaYQrghDRKg8py,1650297050,kkYLR2GoGW2sDY8hHVCr4YnmVbUCXUeGrfoCrrv5XLwiAvKppaUWZikzXxroLKdX38ayFcYgBNAnpcQ9GHcTASW,GMT,GST,14.99801102,9.999999812
AdmScT3wvjNZxPJ47NsaHBt6H5oFNorrYwZ84u4XuftE,1650330658,Eimof7Fa3XzoKQiAzrYwwkPWwBhqAoyZA2sX6c23sxCH3HKF3pM1arQpzPurpseW6pbZXSNBFmEefzNcHZ4HgV6,USDC,GST,43.917086,9.999999867
1LC3rDzSPGoEqv9LEd3MvQPwcD5v2HCCqyZAky32vPE,1650332692,3LrVLf7eUNCuXFuTvLHvb8RW3MA8uVXL6PTAQptpPHMLd4boGN3bDDLmiCYijvW9gBbUYzsyKFz2rQXSHw6edumi,USDC,GST,52.594374,11.99999995
BURN8w15M1uHG1caYV4PHLwNRHoaANGJkugfunDk52hL,1650298638,4zVNdP7D3E1npp1iN11BBbx5R8GojMTUvz9WDxpKHGaykRV5VcspUxkK5BZqi8NBnsy1CNyuRKSpVRv4LCQ3Xrjr,GMT,USDC,474.4155969,1314
DqAhv8FqVGCWs17GTLcSm3Wd2ZUgYWPUewHXLaJvdMDL,1650337687,35MpRAhhkQ6EbMmQurYzS3o863KCnuuMSvGvTLMMwjvk9yPxHdFdL7rfhzyQEBRuhkt3Ug7kb3D2vHUEqPZxAqz9,USDC,GST,43.962261,9.999999921
9SXVa1Vq5tZiDtzeqjognnP1RyRReTPrDtLBQXfw2ZVn,1650332147,1YKxwe6h5pHecpao4qVrXbw8pN99B1FQQqqCyCPJ5QREeiM5PKwD5EViLPGH7ZT9koYK86q6hYDrECRdN3ASBov,USDC,GST,69.542354,15.8000001
44PJ3JyrkUvJPDrauYzNAyKV2CB4FHQLKdxf4xX9HyQu,1650339437,37PtbpSJgU7caxntmhEcRivVZdg36owLP1RHRDUPi5pkvTMgmBY5BtCgYdLATV12QBAkdCMTDV7jJ67qDk87MPUn,SOL,USDC,9.10E-05,0
B9yH9ZFZV31BUeWmfL41vFYxGiSL48sUciZxwyKcfjBx,1650340576,STBRBBQxMn51pgjLw6XT75QTVEenMsWf8tcmzsQkJJQ5HGacUdPn2Le67DAWFSdyqjfy9vzoGwrf7ykLAKohuRh,USDC,GST,718.473555,159.0000001
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,1650341645,3HZUjDumgE29ReZrYuZNh5UwNWoL8fEKWbhYBBVTV9VjpM1v4GZy9snwh3xBWb3y2zcDBt3yTNFKQvPxVQBEqrX3,SOL,USDC,7.647479788,774.635715
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,1650337399,n97JgthCJyD8PD9ufdxi9fpUTXMi914F6mMJv7e4RPso7M1DhjEgkyaeZppptcx1sbUykiSmHHJs1TeaEXNG4ir,USDC,1SOL,3.32976,13.1280512
8Gsx41QVm9agioTJsJbW4ioSrjwsTvBDwqB8DD5YTny3,1650299413,FTvnf8chGBCrfmuNZtHL9VMgY6cA3PNBn2WEBSPNa579VteFXaXqJSBzn2Fewzn7ynxsWqVzrM1KvUQAWny4h3a,USDC,GST,0.182115,39.9999999
45kRr61LsRzVXpmjHf6v8zHb6wJQNG3LRpxyKesw8i8M,1650297168,2cqcvHRAxw72PXoGY9PiR3EwnBDCQ5znqEgrBdiVgoZ2vEQfUpF3driK61GnGTo6RuZ7JU5qb6fE5QRgH926kWFR,GST,USDC,0.223921365,0.983236
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,1650303144,2XLiTB1C6yCenQ8SZe2z5z9Ebp7jpmrFqdXP9HYThbzcU8fBYWmg3S3BNPZwkounR4tdXJ1LpdbYyxUXwdD9moWb,mSOL,USDC,35.00380571,3651.504682
6eetoDsjYz1cag1EsmWCjr4rGfLFoUtPDaCA5WfNLmxT,1650343097,5v1uRUtjQVMGNMV4xamxDRjJ6KWRT2ET4vuGV9xeAX8zwgH6BqraZQKL4qLszqTVhbsQrHSDcatsZtbBysukka5U,GMT,USDC,0.029016208,0.095764
6JwbrpPfZtiT5nJwN8orYeGfs1zc5iXZYYvfXQL2cdn2,1650341089,35yRKseXFE7wA5PUuC3L3JAaRBM2BjXiJiuKW4zqxnVMULi58Go631GG3AcWxhuUw5n4brmrh5yB1yx3KotAcDE4,GMT,GST,89.86237379,65.99999996
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,1650331922,fgCdN5qeV7AvoWTrzz8cPGXeSM11P6D6bnSnAgYEgRDCaGPsfsHmhE41WcdfJdsKeP2Q54yX7UxSfwEsUQkfPAa,STEP,SOL,89.28679813,0.101221109
Bv5StyLjFrKR31o37AY5gFXHyjpLuYERxm8gqCQbvequ,1650341760,kF5beQDdncZRvpAmMdJ97kMmeDaHdWq9hZW5iNDPFZiP1SPU7iDSEVfJGEskpr72BND4hY9jkx7DnwaokyAFJcz,GST,USDC,1.100942078,5
2EWfwbN1EUiUgV5PhLeLyYYgDLYW5HpcR94C1KCbLhSJ,1650329017,3fWoniQB3zi1FaAk4McJF48QjCTDMjQW7kQUjQmQuTNF4NAcuNWtz1kRadY4xRccyDVmSCKPHL6gWjiskhWzG4cf,USDC,GST,0.058338,12.99999992
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,1650333738,4DZZKes22U3xWYCwDM6nDqaqxvYh3ojsM6R8sCgQwwq1jcCQSSygaCdeKgQzxNcyPq8A8F9M1Pp3o1RnQNjs4zVQ,USDC,soETH,197.240334,0.064626
HdGsWDaxSDBesEYXmAYsG7WZYkKxUv3qhGJgmXSXnm3d,1650329850,2uQF7QgA6YZ5i877u6z3fo2hSCYK9wf8cY5Pde2PtzK7ZfqLw5yjeJhiAbAQ1MhznKzwtXewiUCSRXMRLiw69tpj,SOL,BTC,0.252701537,0.000638
HJf9EaKTwy2bcSiYbCqNZ1wA77PkkKFuH34DxMVeogNZ,1650342333,TR6WzNh1Fqw6Tsaytdd5txs4A9uZHtFsG7nkynhqfagNbp43GaNH5dFZY3xt6xtuLxMv5rEr8oeGPQXHTZD5xG6,GMT,USDC,6.336277251,21.015134
Bgrk2bZVuHNfdXUGtDyif4cUHUMnmeWtCmine5vRST1M,1650340276,5JePPbfk81NzGAd3oKgS5oFcBgAXHpsy5g5a3fGZtP3GZrZYw5oejg3LYwEHSzUZtQN1XmJApzAVeL1Yj2yamGfd,GMT,USDC,11.82974171,40
44PJ3JyrkUvJPDrauYzNAyKV2CB4FHQLKdxf4xX9HyQu,1650332280,3gddpDDC73m4fdabY59iAyTgXMD1HJirfta4BY2L2aqTaSRv699Y1CCZDxeK8xASVFTzdv1nx1E4oSdUDWn6HadC,SOL,USDC,0.01134723,1.154732
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650328003,4u5ocxPxuQW3swAxCMVfpAu2JpKyKQFShsjZ5H9ys5A9X6LFaau1TkKyuqWVBVFwgfALKtw6VyumNSToTw7bGViK,SOL,USDC,14.52132908,1495.018781
FnJZCfHc6LuZKCWMJGsHmpmqPeVVpxiJR3upiFp8TWsG,1650334086,46HBBYi2tJvW6b94jcA8gme4Fh1tEPMGK3u4ZqHzeN5bb7YoPmxuMBpjZoxLxHStDkNh7jzNs3Q14YHpFaeYHL3J,STEP,MEDIA,6.87E-07,0
B3GZiaEfojELSsirrbGZnpMh6xwaTYn4a2JRgvxysbFE,1650299328,4icYqQ4vubzo5gUNoqz3EimmBzhZ9uEEFERSdr7wKp7htyzewTvCr8QRuzfBULvRxkFCwJXU5nUrf1HpYhH7CvcG,USDC,GST,44.111546,9.999999987
FnJZCfHc6LuZKCWMJGsHmpmqPeVVpxiJR3upiFp8TWsG,1650334640,65T7XUzNcUDi3tRBq2qyzTiH3BHJAMwxTGVXPrJgB4o7eWHY1CNdKENqo4n8NjeNEJdDfGzxA4B7QW47y5imi9Pf,STEP,MNDE,6.21E-07,0
C6PZWUUng7HqFQayVNjDD8Qs4ctSH1zvisewLy3Ypo7d,1650332362,Vxifn16LgKUr2WeDNH9Dm3WC7BM4swkobLjWKA5gGkThR2uGtCZv4s4XZ2yH8pt4tphtBN3GT3j5uAJ2pVftbF1,GST,USDC,1.156871376,5.120102
2QQ2Hem5qUquqFa6Kt5t9cK61fjKiwVww6CzJGvWuwj8,1650342141,5zSLwcGSyPb5Z6ipDpvPhfpcEZAi7DgQjL9CiTJAca7sdNMnRYVQaJzL4yrShYsUntn3CQJC1c69McYCX14n1gSj,GMT,GST,31.23075332,22.99999995
2NXiLQZop8rNRomuRpEDD5YbYeVh1JXwRUgeftm3vwxh,1650298026,5j39md4DH2j8zvjaq1Kr8v2sLyTDmuKdVpeNHEeqarvMt6wR71nfa9VBjWJKdA5rKNoEJbuzrc5k7A3yUZMrSvtJ,USDC,GST,1563.264641,357.9402
XoePkhZ89uDLbHDLUxqqKkR15Fi66vtoJQwrvCR745A,1650298798,2138B7tc5TFn5ajbsTd2HHUNCfLhf4DVPVXzE4Cd3PKk3EXxdKxYYEo7SCYHNnCQRqx58ff6ojX6vU4u9uBQaWvX,USDC,GST,113.942659,25.8699999
CrP6y6AtGSM6wxJdefuJ4Jk61gX8rDL9SYGbecbUkF3F,1650331334,21Xiqg75VikjUrAoUkckgrrLSzo4BKeKWzQwjhrtRe8g6LH6TEiPb9EQUGyH4h3d9QhUbgf9e2LXNmrLMD5nTrN4,USDC,GST,0.003823,0.999999897
AYfQFYhwHimmR3mfMZocbkezVQ4gFCxjCu5V8eEAspye,1650337670,4mRC5k9yQikNZXTRzfuhxrKgf63EarDCQckF8bgKSs4eJfHxv8g7C8mzaYavnFojNumutLtotihSbfd4xSAwmUf5,SOL,MER,0.00012928,0.060876
E4x9ZmXLsuW9PqxdbQczEqYTwDzTV3YWra5YMui523Ms,1650341859,5zrEfGuka5xEqskFPnD5BBBo15digDpQDfiHuuai57HakiPzDEnhGKMsK2SoYUkmqjtfSJsuoM9wxHfeCNfJvGAD,GMT,USDC,19.56672579,65
2337MULTYCwx59bB29C4huWBg5QYK9kNcLix9u5sGnHc,1650331454,44pptJqfRUzr7DtV2wbA3hmpdJUAC5BNmK6mH4nztLCrEWKGLQYdG4tPiK4jNRJ9NdprEXQX61tnZ2BjyEeRZYpZ,GST,GMT,12.0946328,15.8528452
8j5Cq2GjrxZqmT9xMr7Zk74ihA92xhntoxNE3y1xx7Q3,1650327341,5oXzgAhJrxhXUhHYsY1xnFxNo2ShRL2Jugqh4qqUfwSGrm3J54Unw3mUu8KTkCtuAyWyx21QaZAzJ59KEDf7QWfb,GST,USDC,123.0186483,544.485802
HzfnHbY3cYwK2UrujfofrURCPzweKdmsUfWDyFpgsAko,1650334342,37Eydth8mJT2feoRgMu8baAjfD7UiBCpFziEP8yckRTnHdum1MFHTVmL3CYbkf48nsjU2yW8hoQBRPTY9BP4F6pE,USDC,GST,1955.431188,445.4999998
